"No.","Time","Source","Destination","Protocol","Length","Info"
"8629","23.601745","10.0.0.159","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"8630","23.605316","10.0.0.159","10.0.0.1","TCP","66","55888  >  49152 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"8633","23.627576","10.0.0.1","10.0.0.159","TCP","66","49152  >  55888 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"8634","23.627643","10.0.0.159","10.0.0.1","TCP","54","55888  >  49152 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"8635","23.627747","10.0.0.159","10.0.0.1","HTTP","260","GET /IGDdevicedesc_brlan0.xml HTTP/1.1 "
"8636","23.630561","10.0.0.1","10.0.0.159","TCP","60","49152  >  55888 [ACK] Seq=1 Ack=207 Win=64128 Len=0"
"8637","23.631755","10.0.0.1","10.0.0.159","TCP","326","49152  >  55888 [PSH, ACK] Seq=1 Ack=207 Win=64128 Len=272 [TCP segment of a reassembled PDU]"
"8638","23.632305","10.0.0.1","10.0.0.159","TCP","1514","49152  >  55888 [ACK] Seq=273 Ack=207 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"8639","23.632348","10.0.0.159","10.0.0.1","TCP","54","55888  >  49152 [ACK] Seq=207 Ack=1733 Win=131328 Len=0"
"8640","23.632930","10.0.0.1","10.0.0.159","TCP","1514","49152  >  55888 [PSH, ACK] Seq=1733 Ack=207 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"8641","23.632930","10.0.0.1","10.0.0.159","HTTP/XML","105","HTTP/1.1 200 OK "
"8642","23.632974","10.0.0.159","10.0.0.1","TCP","54","55888  >  49152 [ACK] Seq=207 Ack=3245 Win=131328 Len=0"
"8643","23.634155","10.0.0.159","10.0.0.1","TCP","54","55888  >  49152 [FIN, ACK] Seq=207 Ack=3245 Win=131328 Len=0"
"8644","23.637054","10.0.0.1","10.0.0.159","TCP","60","49152  >  55888 [ACK] Seq=3245 Ack=208 Win=64128 Len=0"
"8646","23.645886","10.0.0.159","10.0.0.89","TCP","66","55897  >  9080 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"8654","23.685447","10.0.0.89","10.0.0.159","TCP","66","9080  >  55897 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"8655","23.685566","10.0.0.159","10.0.0.89","TCP","54","55897  >  9080 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"8656","23.685763","10.0.0.159","10.0.0.89","HTTP","236","GET / HTTP/1.1 "
"8657","23.686117","10.0.0.89","10.0.0.159","UDP","753","35912  >  65355 Len=711"
"8658","23.691330","10.0.0.89","10.0.0.159","TCP","60","9080  >  55897 [ACK] Seq=1 Ack=183 Win=87616 Len=0"
"8659","23.691330","10.0.0.89","10.0.0.159","TCP","198","9080  >  55897 [PSH, ACK] Seq=1 Ack=183 Win=87616 Len=144 [TCP segment of a reassembled PDU]"
"8660","23.691330","10.0.0.89","10.0.0.159","HTTP","63","HTTP/1.1 200 OK "
"8661","23.691547","10.0.0.159","10.0.0.89","TCP","54","55897  >  9080 [ACK] Seq=183 Ack=155 Win=131072 Len=0"
"8662","23.692834","10.0.0.159","10.0.0.89","TCP","54","55897  >  9080 [FIN, ACK] Seq=183 Ack=155 Win=131072 Len=0"
"8664","23.696382","10.0.0.89","10.0.0.159","TCP","60","9080  >  55897 [ACK] Seq=155 Ack=184 Win=87616 Len=0"
"8666","23.715411","10.0.0.1","10.0.0.159","UDP","477","45697  >  65355 Len=435"
"8668","23.719230","10.0.0.159","75.75.75.75","DNS","75","Standard query 0x5fb0 AAAA meet.google.com"
"8669","23.719648","10.0.0.159","75.75.75.75","DNS","75","Standard query 0xddeb A meet.google.com"
"8670","23.719951","10.0.0.159","75.75.75.75","DNS","75","Standard query 0x42f1 HTTPS meet.google.com"
"8673","23.738261","75.75.75.75","10.0.0.159","DNS","103","Standard query response 0x5fb0 AAAA meet.google.com AAAA 2607:f8b0:4006:817::200e"
"8674","23.738852","75.75.75.75","10.0.0.159","DNS","125","Standard query response 0x42f1 HTTPS meet.google.com SOA ns1.google.com"
"8675","23.742138","75.75.75.75","10.0.0.159","DNS","91","Standard query response 0xddeb A meet.google.com A 142.250.80.110"
"8734","23.899949","10.0.0.159","75.75.75.75","DNS","80","Standard query 0x005c AAAA www.interntheory.com"
"8735","23.900237","10.0.0.159","75.75.75.75","DNS","80","Standard query 0x4617 A www.interntheory.com"
"8736","23.900415","10.0.0.159","75.75.75.75","DNS","80","Standard query 0x77da HTTPS www.interntheory.com"
"8759","24.024008","75.75.75.75","10.0.0.159","DNS","112","Standard query response 0x4617 A www.interntheory.com A 104.21.17.235 A 172.67.178.170"
"8760","24.027539","10.0.0.159","75.75.75.75","DNS","76","Standard query 0x2d17 AAAA econnect.bpcl.in"
"8761","24.027807","10.0.0.159","75.75.75.75","DNS","76","Standard query 0x0b74 A econnect.bpcl.in"
"8762","24.027990","10.0.0.159","75.75.75.75","DNS","76","Standard query 0xfe1a HTTPS econnect.bpcl.in"
"8768","24.034929","75.75.75.75","10.0.0.159","DNS","136","Standard query response 0x005c AAAA www.interntheory.com AAAA 2606:4700:3032::ac43:b2aa AAAA 2606:4700:3036::6815:11eb"
"8770","24.037648","75.75.75.75","10.0.0.159","DNS","153","Standard query response 0x77da HTTPS www.interntheory.com HTTPS"
"8771","24.038207","10.0.0.159","75.75.76.76","DNS","80","Standard query 0x3827 HTTPS www.interntheory.com"
"8780","24.044510","10.0.0.159","75.75.75.75","DNS","80","Standard query 0xe9ba AAAA beacons.gcp.gvt2.com"
"8781","24.044823","10.0.0.159","75.75.75.75","DNS","80","Standard query 0x4e45 A beacons.gcp.gvt2.com"
"8782","24.045108","10.0.0.159","75.75.75.75","DNS","80","Standard query 0xf778 HTTPS beacons.gcp.gvt2.com"
"8788","24.066212","75.75.75.75","10.0.0.159","DNS","193","Standard query response 0x0b74 A econnect.bpcl.in CNAME econnect.bpcl.in.induscdn.com CNAME econnect.bpcl.in.indusguard.com A 13.201.244.85 A 43.204.3.183"
"8793","24.072662","75.75.75.75","10.0.0.159","DNS","138","Standard query response 0xe9ba AAAA beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com AAAA 2607:f8b0:4006:80c::2003"
"8794","24.074459","75.75.75.75","10.0.0.159","DNS","126","Standard query response 0x4e45 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 142.251.40.131"
"8795","24.074908","75.75.75.75","10.0.0.159","DNS","193","Standard query response 0xf778 HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com CNAME gce-beacons.gcp.gvt2.com SOA ns1.google.com"
"8797","24.075969","75.75.75.75","10.0.0.159","DNS","243","Standard query response 0x2d17 AAAA econnect.bpcl.in CNAME econnect.bpcl.in.induscdn.com CNAME econnect.bpcl.in.indusguard.com SOA ns-1143.awsdns-14.org"
"8805","24.091959","10.0.0.159","13.201.244.85","TCP","66","55901  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"8820","24.141779","75.75.75.75","10.0.0.159","DNS","243","Standard query response 0xfe1a HTTPS econnect.bpcl.in CNAME econnect.bpcl.in.induscdn.com CNAME econnect.bpcl.in.indusguard.com SOA ns-1143.awsdns-14.org"
"8838","24.236014","75.75.76.76","10.0.0.159","DNS","153","Standard query response 0x3827 HTTPS www.interntheory.com HTTPS"
"8874","24.358937","13.201.244.85","10.0.0.159","TCP","66","443  >  55901 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1460 SACK_PERM WS=1024"
"8875","24.359085","10.0.0.159","13.201.244.85","TCP","54","55901  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"8876","24.360717","10.0.0.159","13.201.244.85","TCP","1514","55901  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1460 [TCP segment of a reassembled PDU]"
"8877","24.360717","10.0.0.159","13.201.244.85","TLSv1.3","384","Client Hello (SNI=econnect.bpcl.in)"
"8906","24.635642","13.201.244.85","10.0.0.159","TCP","60","443  >  55901 [ACK] Seq=1 Ack=1461 Win=61440 Len=0"
"8907","24.637385","13.201.244.85","10.0.0.159","TCP","60","443  >  55901 [ACK] Seq=1 Ack=1791 Win=61440 Len=0"
"8908","24.637385","13.201.244.85","10.0.0.159","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"8909","24.637385","13.201.244.85","10.0.0.159","TCP","1514","443  >  55901 [PSH, ACK] Seq=1461 Ack=1791 Win=61440 Len=1460 [TCP segment of a reassembled PDU]"
"8910","24.637385","13.201.244.85","10.0.0.159","TLSv1.3","1230","Application Data"
"8911","24.637385","13.201.244.85","10.0.0.159","TLSv1.3","280","Application Data, Application Data"
"8912","24.637556","10.0.0.159","13.201.244.85","TCP","54","55901  >  443 [ACK] Seq=1791 Ack=4323 Win=131328 Len=0"
"8913","24.638214","10.0.0.159","13.201.244.85","TLSv1.3","118","Change Cipher Spec, Application Data"
"8950","24.982218","13.201.244.85","10.0.0.159","TCP","60","443  >  55901 [ACK] Seq=4323 Ack=1855 Win=61440 Len=0"
"8951","24.982218","13.201.244.85","10.0.0.159","TCP","60","[TCP Dup ACK 8950#1] 443  >  55901 [ACK] Seq=4323 Ack=1855 Win=61440 Len=0"
"8953","24.984654","13.201.244.85","10.0.0.159","TLSv1.3","341","Application Data"
"8954","24.984654","13.201.244.85","10.0.0.159","TLSv1.3","341","Application Data"
"8955","24.984719","10.0.0.159","13.201.244.85","TCP","54","55901  >  443 [ACK] Seq=1855 Ack=4897 Win=130816 Len=0"
"9188","26.603072","10.0.0.159","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"9205","26.712131","10.0.0.1","10.0.0.159","UDP","477","57196  >  65355 Len=435"
"9213","26.783315","10.0.0.89","10.0.0.159","UDP","753","52566  >  65355 Len=711"
"9253","27.092215","10.0.0.159","142.250.82.213","STUN","162","Binding Request user: Ns1pmoW1ddaczgoKAAiKYigCIAEQ:V/VK"
"9257","27.118659","142.250.82.213","10.0.0.159","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 69.248.132.39:63450"
"9278","27.274490","10.0.0.159","75.75.75.75","DNS","77","Standard query 0x09b6 AAAA beacons2.gvt2.com"
"9279","27.275035","10.0.0.159","75.75.75.75","DNS","77","Standard query 0x918f A beacons2.gvt2.com"
"9280","27.275517","10.0.0.159","75.75.75.75","DNS","77","Standard query 0xef86 HTTPS beacons2.gvt2.com"
"9284","27.300276","75.75.75.75","10.0.0.159","DNS","105","Standard query response 0x09b6 AAAA beacons2.gvt2.com AAAA 2800:3f0:4001:834::2003"
"9285","27.300968","75.75.75.75","10.0.0.159","DNS","93","Standard query response 0x918f A beacons2.gvt2.com A 142.250.206.227"
"9286","27.300968","75.75.75.75","10.0.0.159","DNS","134","Standard query response 0xef86 HTTPS beacons2.gvt2.com SOA ns1.google.com"
"9370","27.857347","10.0.0.159","34.237.73.95","TLSv1.2","293","Application Data"
"9377","27.893737","34.237.73.95","10.0.0.159","TCP","60","443  >  51102 [ACK] Seq=289 Ack=507 Win=404 Len=0"
"9378","27.894131","34.237.73.95","10.0.0.159","TLSv1.2","317","Application Data"
"9391","27.934312","10.0.0.159","34.237.73.95","TCP","54","51102  >  443 [ACK] Seq=507 Ack=552 Win=512 Len=0"
"9517","28.864901","10.0.0.159","75.75.75.75","DNS","68","Standard query 0xd24c AAAA b.6sc.co"
"9518","28.865445","10.0.0.159","75.75.75.75","DNS","68","Standard query 0x46e7 A b.6sc.co"
"9519","28.865943","10.0.0.159","75.75.75.75","DNS","68","Standard query 0x9cf0 HTTPS b.6sc.co"
"9525","28.892202","75.75.75.75","10.0.0.159","DNS","199","Standard query response 0xd24c AAAA b.6sc.co CNAME b2.6sc.co.edgekey.net CNAME e212585.b.akamaiedge.net SOA n0b.akamaiedge.net"
"9527","28.894991","75.75.75.75","10.0.0.159","DNS","170","Standard query response 0x46e7 A b.6sc.co CNAME b2.6sc.co.edgekey.net CNAME e212585.b.akamaiedge.net A 23.196.3.196 A 23.196.3.174"
"9528","28.896058","75.75.75.75","10.0.0.159","DNS","199","Standard query response 0x9cf0 HTTPS b.6sc.co CNAME b2.6sc.co.edgekey.net CNAME e212585.b.akamaiedge.net SOA n0b.akamaiedge.net"
"9529","28.896948","10.0.0.159","23.196.3.196","TCP","66","55907  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"9533","28.915039","23.196.3.196","10.0.0.159","TCP","66","443  >  55907 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"9534","28.915174","10.0.0.159","23.196.3.196","TCP","54","55907  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"9535","28.916256","10.0.0.159","23.196.3.196","TCP","1514","55907  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1460 [TCP segment of a reassembled PDU]"
"9536","28.916256","10.0.0.159","23.196.3.196","TLSv1.3","663","Client Hello (SNI=b.6sc.co)"
"9540","28.946455","23.196.3.196","10.0.0.159","TCP","60","443  >  55907 [ACK] Seq=1 Ack=2070 Win=63360 Len=0"
"9542","28.949674","23.196.3.196","10.0.0.159","TLSv1.3","318","Server Hello, Change Cipher Spec, Application Data, Application Data"
"9543","28.950528","10.0.0.159","23.196.3.196","TLSv1.3","134","Change Cipher Spec, Application Data"
"9544","28.950901","10.0.0.159","23.196.3.196","TLSv1.3","146","Application Data"
"9545","28.951233","10.0.0.159","23.196.3.196","TLSv1.3","1237","Application Data"
"9550","28.982951","23.196.3.196","10.0.0.159","TLSv1.3","325","Application Data"
"9551","28.987536","23.196.3.196","10.0.0.159","TCP","60","443  >  55907 [ACK] Seq=536 Ack=3425 Win=64128 Len=0"
"9552","28.988101","23.196.3.196","10.0.0.159","TLSv1.3","115","Application Data"
"9553","28.988175","10.0.0.159","23.196.3.196","TCP","54","55907  >  443 [ACK] Seq=3425 Ack=597 Win=130560 Len=0"
"9554","28.988481","10.0.0.159","23.196.3.196","TLSv1.3","85","Application Data"
"9555","28.988575","23.196.3.196","10.0.0.159","TLSv1.3","85","Application Data"
"9557","28.996265","23.196.3.196","10.0.0.159","TLSv1.3","281","Application Data"
"9558","28.996362","10.0.0.159","23.196.3.196","TCP","54","55907  >  443 [ACK] Seq=3456 Ack=855 Win=130304 Len=0"
"9559","28.998062","23.196.3.196","10.0.0.159","TLSv1.3","128","Application Data"
"9564","29.038232","10.0.0.159","23.196.3.196","TCP","54","55907  >  443 [ACK] Seq=3456 Ack=929 Win=130304 Len=0"
"9565","29.051270","23.196.3.196","10.0.0.159","TCP","60","443  >  55907 [ACK] Seq=929 Ack=3456 Win=64128 Len=0"
"9621","29.603786","10.0.0.159","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"9623","29.608465","10.0.0.1","10.0.0.159","UDP","477","58878  >  65355 Len=435"
"9664","29.788866","10.0.0.89","10.0.0.159","UDP","753","47513  >  65355 Len=711"
"9944","31.012036","10.0.0.159","192.229.211.108","TCP","54","50497  >  80 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"10427","32.917782","10.0.0.159","13.201.244.85","TCP","54","55901  >  443 [FIN, ACK] Seq=1855 Ack=4897 Win=130816 Len=0"
"10436","32.920198","10.0.0.159","23.196.3.196","TCP","54","55907  >  443 [FIN, ACK] Seq=3456 Ack=929 Win=130304 Len=0"
"10459","32.980162","23.196.3.196","10.0.0.159","TLSv1.3","78","Application Data"
"10460","32.980225","10.0.0.159","23.196.3.196","TCP","54","55907  >  443 [RST, ACK] Seq=3457 Ack=953 Win=0 Len=0"
"10461","32.980650","23.196.3.196","10.0.0.159","TCP","60","443  >  55907 [FIN, ACK] Seq=953 Ack=3457 Win=64128 Len=0"
"10486","33.089350","10.0.0.159","18.164.124.4","TCP","66","55955  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"10491","33.109499","18.164.124.4","10.0.0.159","TCP","66","443  >  55955 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM WS=512"
"10492","33.110531","10.0.0.159","18.164.124.4","TCP","54","55955  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"10495","33.129008","10.0.0.159","18.164.124.4","TLSv1.2","302","Client Hello (SNI=beam.scs.splunk.com)"
"10500","33.154084","18.164.124.4","10.0.0.159","TCP","60","443  >  55955 [ACK] Seq=1 Ack=249 Win=67072 Len=0"
"10502","33.156915","18.164.124.4","10.0.0.159","TLSv1.2","1494","Server Hello"
"10503","33.156915","18.164.124.4","10.0.0.159","TCP","1494","443  >  55955 [ACK] Seq=1441 Ack=249 Win=67072 Len=1440 [TCP segment of a reassembled PDU]"
"10504","33.156981","10.0.0.159","18.164.124.4","TCP","54","55955  >  443 [ACK] Seq=249 Ack=2881 Win=132352 Len=0"
"10505","33.157244","18.164.124.4","10.0.0.159","TCP","1494","443  >  55955 [PSH, ACK] Seq=2881 Ack=249 Win=67072 Len=1440 [TCP segment of a reassembled PDU]"
"10506","33.157244","18.164.124.4","10.0.0.159","TLSv1.2","1151","Certificate, Server Key Exchange, Server Hello Done"
"10507","33.157276","10.0.0.159","18.164.124.4","TCP","54","55955  >  443 [ACK] Seq=249 Ack=5418 Win=132352 Len=0"
"10508","33.158109","10.0.0.159","18.164.124.4","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10511","33.184827","18.164.124.4","10.0.0.159","TCP","60","443  >  55955 [ACK] Seq=5418 Ack=375 Win=67072 Len=0"
"10512","33.185182","18.164.124.4","10.0.0.159","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"10513","33.186955","10.0.0.159","18.164.124.4","TLSv1.2","344","Application Data"
"10519","33.195837","13.201.244.85","10.0.0.159","TCP","60","443  >  55901 [FIN, ACK] Seq=4897 Ack=1856 Win=61440 Len=0"
"10520","33.195878","10.0.0.159","13.201.244.85","TCP","54","55901  >  443 [ACK] Seq=1856 Ack=4898 Win=130816 Len=0"
"10522","33.207869","18.164.124.4","10.0.0.159","TLSv1.2","746","Application Data"
"10523","33.209404","10.0.0.159","18.164.124.4","TCP","54","55955  >  443 [FIN, ACK] Seq=665 Ack=6161 Win=131584 Len=0"
"10539","33.239320","18.164.124.4","10.0.0.159","TCP","60","443  >  55955 [FIN, ACK] Seq=6161 Ack=666 Win=68096 Len=0"
"10540","33.239478","10.0.0.159","18.164.124.4","TCP","54","55955  >  443 [ACK] Seq=666 Ack=6162 Win=131584 Len=0"
"10685","33.633193","10.0.0.159","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"10686","33.635705","10.0.0.159","10.0.0.1","TCP","66","55965  >  49152 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"10687","33.644019","10.0.0.1","10.0.0.159","UDP","477","42210  >  65355 Len=435"
"10689","33.644928","10.0.0.1","10.0.0.159","TCP","66","49152  >  55965 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"10690","33.645001","10.0.0.159","10.0.0.1","TCP","54","55965  >  49152 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"10691","33.645090","10.0.0.159","10.0.0.1","HTTP","260","GET /IGDdevicedesc_brlan0.xml HTTP/1.1 "
"10693","33.647428","10.0.0.1","10.0.0.159","TCP","60","49152  >  55965 [ACK] Seq=1 Ack=207 Win=64128 Len=0"
"10694","33.649782","10.0.0.1","10.0.0.159","TCP","326","49152  >  55965 [PSH, ACK] Seq=1 Ack=207 Win=64128 Len=272 [TCP segment of a reassembled PDU]"
"10695","33.650624","10.0.0.1","10.0.0.159","TCP","1514","49152  >  55965 [ACK] Seq=273 Ack=207 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"10696","33.650662","10.0.0.159","10.0.0.1","TCP","54","55965  >  49152 [ACK] Seq=207 Ack=1733 Win=65536 Len=0"
"10697","33.651094","10.0.0.1","10.0.0.159","TCP","1514","49152  >  55965 [PSH, ACK] Seq=1733 Ack=207 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"10698","33.651094","10.0.0.1","10.0.0.159","HTTP/XML","105","HTTP/1.1 200 OK "
"10699","33.651130","10.0.0.159","10.0.0.1","TCP","54","55965  >  49152 [ACK] Seq=207 Ack=3245 Win=65536 Len=0"
"10701","33.654461","10.0.0.159","10.0.0.1","TCP","54","55965  >  49152 [FIN, ACK] Seq=207 Ack=3245 Win=65536 Len=0"
"10702","33.659165","10.0.0.1","10.0.0.159","TCP","60","49152  >  55965 [ACK] Seq=3245 Ack=208 Win=64128 Len=0"
"10714","33.677066","10.0.0.159","10.0.0.89","TCP","66","55973  >  9080 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"10720","33.720756","10.0.0.89","10.0.0.159","TCP","66","9080  >  55973 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=64"
"10721","33.720842","10.0.0.159","10.0.0.89","TCP","54","55973  >  9080 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"10722","33.720949","10.0.0.159","10.0.0.89","HTTP","236","GET / HTTP/1.1 "
"10723","33.721210","10.0.0.89","10.0.0.159","UDP","753","34454  >  65355 Len=711"
"10726","33.725612","10.0.0.89","10.0.0.159","TCP","60","9080  >  55973 [ACK] Seq=1 Ack=183 Win=87616 Len=0"
"10727","33.725940","10.0.0.89","10.0.0.159","TCP","198","9080  >  55973 [PSH, ACK] Seq=1 Ack=183 Win=87616 Len=144 [TCP segment of a reassembled PDU]"
"10728","33.726294","10.0.0.89","10.0.0.159","HTTP","63","HTTP/1.1 200 OK "
"10729","33.726330","10.0.0.159","10.0.0.89","TCP","54","55973  >  9080 [ACK] Seq=183 Ack=155 Win=65536 Len=0"
"10730","33.726823","10.0.0.159","10.0.0.89","TCP","54","55973  >  9080 [FIN, ACK] Seq=183 Ack=155 Win=65536 Len=0"
"10732","33.730888","10.0.0.89","10.0.0.159","TCP","60","9080  >  55973 [ACK] Seq=155 Ack=184 Win=87616 Len=0"
"11056","35.373929","10.0.0.159","142.250.82.217","STUN","162","Binding Request user: umaTqEcejf817QoKAAiKYigCIAEQ:bSLo"
"11059","35.400964","142.250.82.217","10.0.0.159","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 69.248.132.39:63497"
"11208","36.402198","10.0.0.159","75.75.75.75","DNS","95","Standard query 0x4116 AAAA optimizationguide-pa.googleapis.com"
"11209","36.402647","10.0.0.159","75.75.75.75","DNS","95","Standard query 0x4e79 A optimizationguide-pa.googleapis.com"
"11210","36.403020","10.0.0.159","75.75.75.75","DNS","95","Standard query 0xaf2d HTTPS optimizationguide-pa.googleapis.com"
"11212","36.429195","75.75.75.75","10.0.0.159","DNS","207","Standard query response 0x4116 AAAA optimizationguide-pa.googleapis.com AAAA 2607:f8b0:4006:80b::200a AAAA 2607:f8b0:4006:80c::200a AAAA 2607:f8b0:4006:80d::200a AAAA 2607:f8b0:4006:81c::200a"
"11219","36.431482","75.75.75.75","10.0.0.159","DNS","351","Standard query response 0x4e79 A optimizationguide-pa.googleapis.com A 142.250.80.42 A 142.250.80.74 A 142.250.80.106 A 142.250.176.202 A 142.251.40.202 A 142.251.40.234 A 142.251.41.10 A 172.217.165.138 A 142.250.65.202 A 142.250.65.234 A 142.250.81.234 A 142.251.32.106 A 142.251.35.170 A 142.251.40.106 A 142.250.72.106 A 142.250.80.10"
